1.512721781005473165e+00,1.523479103063280826e+00,5.522838269101955078e-01,-3.398189673293325330e-02
3.495197424708194611e-01,1.578551951280008803e+00,8.736131310484793744e-01,-2.020752448717810096e-02
1.392808307574978643e+00,1.577131928856000176e+00,5.044913510212981622e-01,-8.456110255040578949e-02
1.046863348807751892e+00,2.264526532135703540e+00,6.416424248538391550e-01,-3.628639298401223345e-02
1.067663544885314675e+00,1.794347162318735478e+00,7.670488699365756169e-01,-2.507310298871447823e-02
9.750750578011455616e-01,1.280266641088508628e+00,6.212595453465026285e-01,-1.342086404257337995e-01
5.586098841209397037e-01,1.724012395223011973e+00,8.292645529546773808e-01,-5.708724924730523842e-02
1.048921709919395484e+00,1.513532699938069159e+00,6.697908461090229526e-01,-5.024126537460907316e-02
1.768927846343311794e+00,1.900954120655563795e+00,5.458479668721001321e-01,-8.225289165776733524e-02
7.953906758816329248e-01,1.779908450615839133e+00,8.500021926235454828e-01,-6.160983484582852054e-02
8.281934671001052184e-01,1.968277444933183240e+00,6.535027342747317114e-01,1.904231914404141968e-03
1.073271128124399176e+00,1.925756437216802119e+00,7.962405681650421840e-01,-1.024278590517183340e-01
1.692092961922616379e+00,2.174574577214020366e+00,7.616692219196898872e-01,-1.062276943270752533e-01
1.603960006959301632e+00,1.474689185812790848e+00,4.957909787791601186e-01,-2.553671995598776751e-02
1.408744465314333727e+00,2.181303741560070009e+00,8.817796818126059089e-01,-2.477137328490947032e-02
1.401733046871197041e+00,1.159311838827578711e+00,4.476747359360750411e-01,-9.428903777723146584e-02
2.142754771330333874e+00,2.323819255065030731e+00,5.866408666068538835e-01,-3.309104055683000090e-02
2.240397277851585045e+00,2.500315112380777638e+00,5.452162861132070493e-01,-2.832169253416123855e-02
8.458733237167354035e-01,1.442471733023334313e+00,5.860899020436087792e-01,-1.295606711069842952e-02
6.995901550801036928e-01,1.392691874502868910e+00,7.080345262875081813e-01,-7.056611025973004436e-02
1.639884305947978849e+00,1.794962225869561223e+00,5.518915313848256066e-01,-8.085035610208982093e-02
1.428776928944662128e+00,1.977896499326826429e+00,7.857236190228548134e-01,-3.990790215688251596e-02
1.250684382274516837e+00,1.470111691664907738e+00,5.832223368289402021e-01,-4.582463397637493580e-02
1.854590161893979072e+00,1.627528750140190938e+00,6.401536881472660312e-01,-5.002186964065270802e-02
2.689981200716704990e+00,3.066602305692303077e+00,6.363157812519439904e-01,-1.239159400460317778e-02
2.391668656399146720e+00,2.349497443617075909e+00,5.521748976303042511e-01,3.287991472484552008e-03
1.236285699481685096e+00,1.590034092847626868e+00,6.418864887835824540e-01,-4.717611827393230345e-02
5.237316078167626454e-01,1.974936845989631928e+00,9.211427645411321974e-01,-2.420007605840066023e-02
1.214417646209108748e+00,1.549325106516413086e+00,5.911133992070854992e-01,-4.024486376893075118e-02
1.214417646209108748e+00,1.549325106516413086e+00,5.911133992070854992e-01,-4.024486376893075118e-02
1.214417646209108748e+00,1.549325106516413086e+00,5.911133992070854992e-01,-5.488089469134310727e-02
1.214417646209108748e+00,1.801409664957886569e+00,5.911133992070854992e-01,-5.488089469134310727e-02
1.573296027507428585e+00,1.968643387411345591e+00,5.911133992070854992e-01,-2.884811889546162397e-02
1.573296027507428585e+00,1.903919974380774205e+00,5.190884453775751473e-01,-2.884811889546162397e-02
1.573296027507428585e+00,1.903919974380774205e+00,5.190884453775751473e-01,-5.133307421412663940e-02
1.573296027507428585e+00,1.903919974380774205e+00,5.190884453775751473e-01,-5.133307421412663940e-02
1.573296027507428585e+00,1.903919974380774205e+00,5.190884453775751473e-01,-5.133307421412663940e-02
1.573296027507428585e+00,1.903919974380774205e+00,5.190884453775751473e-01,-5.133307421412663940e-02
1.573296027507428585e+00,1.634552676355754297e+00,5.190884453775751473e-01,-1.675494594219567590e-02
1.573296027507428585e+00,1.634552676355754297e+00,5.190884453775751473e-01,-1.675494594219567590e-02
1.573296027507428585e+00,1.634552676355754297e+00,5.517773439129998181e-01,-1.675494594219567590e-02
1.573296027507428585e+00,1.634552676355754297e+00,5.517773439129998181e-01,-1.675494594219567590e-02
1.573296027507428585e+00,1.634552676355754297e+00,5.517773439129998181e-01,-8.053530076259670170e-03
1.573296027507428585e+00,1.611867073495947933e+00,5.517773439129998181e-01,-6.105256100122852941e-02
1.573296027507428585e+00,2.023273322862793488e+00,5.970837483389576095e-01,-6.284812793867190772e-02
1.573296027507428585e+00,2.023273322862793488e+00,5.970837483389576095e-01,-7.744855998274607911e-02
1.573296027507428585e+00,2.023273322862793488e+00,5.970837483389576095e-01,-7.744855998274607911e-02
1.855916694285224988e+00,2.432475221979868873e+00,5.970837483389576095e-01,-2.190087244791900922e-02
1.855916694285224988e+00,2.432475221979868873e+00,5.970837483389576095e-01,-2.190087244791900922e-02
1.855916694285224988e+00,2.432475221979868873e+00,5.970837483389576095e-01,-6.134108188834592329e-02
1.855916694285224988e+00,1.801919766371061993e+00,5.970837483389576095e-01,-6.134108188834592329e-02
1.855916694285224988e+00,1.556099149614698529e+00,5.970837483389576095e-01,-6.134108188834592329e-02
2.141919274577772647e+00,2.033937346406037072e+00,3.986251822386058796e-01,-6.134108188834592329e-02
2.141919274577772647e+00,1.605618344248173734e+00,3.986251822386058796e-01,-4.233013636615777509e-02
2.141919274577772647e+00,1.605618344248173734e+00,3.986251822386058796e-01,-4.316663785389240199e-02
1.835620367639584583e+00,1.605618344248173734e+00,3.986251822386058796e-01,-5.368712545303553491e-02
1.835620367639584583e+00,1.605618344248173734e+00,3.986251822386058796e-01,-4.172347847100397328e-02
1.835620367639584583e+00,1.605618344248173734e+00,3.986251822386058796e-01,-4.172347847100397328e-02
1.835620367639584583e+00,1.605618344248173734e+00,3.988580364335989059e-01,-4.172347847100397328e-02
1.835620367639584583e+00,1.605618344248173734e+00,2.733194060425095384e-01,-4.172347847100397328e-02
1.835620367639584583e+00,1.605618344248173734e+00,5.295494618938441089e-01,-4.184157395874928131e-02
8.538389850719986240e-01,1.386506444160895191e+00,5.295494618938441089e-01,-4.184157395874928131e-02
1.073045229001975187e+00,1.386506444160895191e+00,5.295494618938441089e-01,-4.184157395874928131e-02
1.073045229001975187e+00,1.386506444160895191e+00,5.052617534326656612e-01,-4.184157395874928131e-02
1.073045229001975187e+00,1.386506444160895191e+00,5.052617534326656612e-01,-4.184157395874928131e-02
1.073045229001975187e+00,1.508444385963505940e+00,5.052617534326656612e-01,-4.184157395874928131e-02
1.073045229001975187e+00,1.508444385963505940e+00,5.052617534326656612e-01,-4.184157395874928131e-02
8.236126243163279792e-01,1.508444385963505940e+00,5.791947065753785262e-01,-4.184157395874928131e-02
1.031931314853509196e+00,1.489310309980334868e+00,5.791947065753785262e-01,-4.184157395874928131e-02
1.031931314853509196e+00,1.254839611692345258e+00,5.791947065753785262e-01,-4.184157395874928131e-02
1.031931314853509196e+00,1.254839611692345258e+00,5.791947065753785262e-01,-5.265912197642846210e-02
1.031931314853509196e+00,1.787667151159204160e+00,5.791947065753785262e-01,-4.834126970530756850e-02
1.031931314853509196e+00,2.398006226333611046e+00,8.061704042135235948e-01,-4.834126970530756850e-02
1.031931314853509196e+00,2.398006226333611046e+00,8.061704042135235948e-01,-2.568860223884669725e-02
1.031931314853509196e+00,2.398006226333611046e+00,8.061704042135235948e-01,-2.568860223884669725e-02
1.031931314853509196e+00,2.398006226333611046e+00,8.061704042135235948e-01,-2.568860223884669725e-02
1.586565704784239639e+00,2.398006226333611046e+00,8.779946819358700472e-01,-5.200036153739574785e-02
1.586565704784239639e+00,2.398006226333611046e+00,6.979761242877834393e-01,-5.200036153739574785e-02
1.586565704784239639e+00,1.970879885998557901e+00,7.532256291697245754e-01,-5.200036153739574785e-02
1.586565704784239639e+00,2.232462004920940046e+00,7.532256291697245754e-01,-5.200036153739574785e-02
1.728056082753860689e+00,2.232462004920940046e+00,7.532256291697245754e-01,-5.200036153739574785e-02
1.698843209478253735e+00,2.232462004920940046e+00,7.532256291697245754e-01,-5.200036153739574785e-02
1.698843209478253735e+00,2.343645250723942919e+00,7.532256291697245754e-01,-5.200036153739574785e-02
1.800059001789390489e+00,2.343645250723942919e+00,7.008534389784129015e-01,-6.377125764912236483e-02
1.800059001789390489e+00,2.343645250723942919e+00,7.008534389784129015e-01,-6.377125764912236483e-02
1.800059001789390489e+00,2.250941760347531240e+00,7.834445925805471056e-01,-6.377125764912236483e-02
2.540619846786267289e-01,1.899874992369618765e+00,6.994322383544500088e-01,-6.377125764912236483e-02
2.750993102367366161e-01,9.413440815413032237e-01,6.994322383544500088e-01,-6.377125764912236483e-02
2.750993102367366161e-01,9.413440815413032237e-01,5.318456646678089150e-01,-6.377125764912236483e-02
2.750993102367366161e-01,9.413440815413032237e-01,5.111084832712211590e-01,-6.377125764912236483e-02
2.750993102367366161e-01,9.413440815413032237e-01,5.111084832712211590e-01,-6.377125764912236483e-02
2.750993102367366161e-01,9.413440815413032237e-01,5.111084832712211590e-01,-5.175067672084963932e-02
